movie_name,genre,rating,votes,duration_minutes
Force of Nature,crime,5.9,9161.0,120.0
Twilight of the Warriors: Walled In,crime,6.9,11555.0,126.0
Leha,crime,2.3,46.0,98.0
A Gangster's Kiss,crime,4.8,54.0,81.0
Sons of Rizk 3,crime,6.6,1939.0,125.0
Nico,crime,8.0,54.0,109.0
The Donor,crime,8.0,14.0,23.0
Historias invisibles,crime,6.6,35.0,110.0
Cult Killer,crime,4.8,3263.0,105.0
Marmalade,crime,6.3,4260.0,99.0
Carry-On,crime,6.5,187661.0,119.0
The Clean Up Crew,crime,4.2,1524.0,95.0
A Reel Heist,crime,5.2,61.0,116.0
Goon Squad,crime,6.6,24.0,
Sector 36,crime,7.1,26606.0,123.0
Full Clip for a Snitch,crime,3.6,20.0,75.0
Guns & Moses,crime,5.3,753.0,94.0
Murder and Cocktails,crime,3.9,402.0,88.0
Boundless,crime,5.6,2538.0,121.0
The Birds Who Fear Death,crime,8.9,87.0,110.0
Siren,crime,6.4,3056.0,154.0
A Question of Guilt,crime,6.0,26.0,
To a Land Unknown,crime,7.3,1004.0,105.0
Mun Kaupunki,crime,6.8,25.0,105.0
La Familia,crime,6.9,59.0,
MaXXXine,crime,6.2,82426.0,103.0
Mirza: Part 1 - Joker,crime,6.8,249.0,165.0
Cookster: The Darkest Days,crime,7.9,51.0,119.0
Dirty Thirty,crime,2.7,26.0,96.0
Dirty Money,crime,5.6,259.0,100.0
Hellhound,crime,4.3,606.0,103.0
Bogota: City of the Lost,crime,5.4,2326.0,108.0
Blackwater Lane,crime,4.6,2912.0,108.0
Strictly Confidential,crime,2.8,940.0,94.0
Where Is Gilgamesh?,crime,8.9,640.0,90.0
The Silent Hour,crime,6.1,9766.0,99.0
Tillu Square,crime,6.6,3605.0,137.0
The Message,crime,7.3,43.0,
Above the Trees,crime,6.9,18.0,125.0
Darkness of Man,crime,4.7,3448.0,109.0
Longlegs,crime,6.6,214770.0,101.0
Sangharshana,crime,7.4,1587.0,102.0
Harbin,crime,6.3,1748.0,108.0
Nirangal Moondru,crime,6.1,657.0,122.0
