movie_name,genre,rating,votes,duration_minutes
D.O.L.L.S.,adult,6.6,9.0,90.0
Room Service,adult,3.8,359.0,47.0
The Visitor,adult,7.0,22.0,169.0
Cheerleaders Behaving Badly,adult,7.7,12.0,127.0
Bedtime Stories: Body Memories,adult,6.8,13.0,19.0
Broken Butterfly: The Perfect Shade of Blu,adult,7.2,8.0,93.0
Room Service,adult,9.4,10.0,60.0
Late Bloomer,adult,9.4,11.0,60.0
